gene	S1.ALL	S2.ALL	S3.ALL	S4.ALL	S5.ALL	S6.ALL	S7.ALL	S8.ALL	S9.ALL	S10.ALL	S11.ALL	S12.ALL	S13.ALL	S14.ALL	S15.ALL	S16.ALL	S17.ALL	S18.ALL	S19.ALL	S20.ALL	S21.ALL	S22.ALL	S23.ALL	S24.ALL	S25.ALL	S26.ALL	S27.ALL	S28.AML	S29.AML	S30.AML	S31.AML	S32.AML	S33.AML	S34.AML	S35.AML	S36.AML	S37.AML	S38.AML
ELL2	7.37503943134692	8.35314682549808	9.26912667914942	8.88874324889826	8.02236781302845	7.90689059560852	9.06608919045777	8.18982455888002	8.86727873970966	7.4178525148859	8.60362634498619	7.21916852046216	8.36632221424582	8.71424551766612	8.34429590791582	8.61838550225861	7.49185309632967	8.70735913208088	8.93957921431469	7.876516946565	7.33985000288462	8.68299458368168	7.74146698640115	7.88264304936184	8.17492568250068	7.467605550083	7.17990909001493	9.35755200461808	9.48784003382305	9.34429590791582	9.00842862207058	9.10590850857116	9.37937836707126	7.34872815423108	8.05528243550119	7.77478705960117	9.13699111208023	9.25738784269265
CLPP	8.75822321472672	10.2143191208008	10.0056245491939	8.62935662007961	9.82177398197057	9.68825030913318	8.26209484537018	7.29462074889163	10.5137275959524	9.54303182025524	10.6137894644726	8.14465824283188	8.80413102118332	9.72109918870719	10.0566377151132	7.72109918870718	8.65105169117893	8.67948009950545	7.27612440527424	9.319672120947	7.82654848729092	8.01122725542325	9.10852445677817	9.40514146313634	5.90689059560852	8.82336724004623	0	8.06069593168755	7.89481776330794	3.16992500144231	7.81378119121704	8.04439411935845	9.02790599656988	8.4093909361377	9.09275714091985	7.97154355395077	7.90086680798075	5.55458885167764
DPYS	0	0	0	3.8073549220576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95419631038687	0	0	0	0	0	0	3	3.58496250072116	0	5.28540221886225	0	0	4.39231742277876
MAGEB1	0	4.16992500144231	0	3	0	0	0	6.2667865406949	2.58496250072116	0	5.8073549220576	0	4.90689059560852	0	0	0	6.62935662007961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61470984411521	5.6724253419715	0	4.16992500144231
CLDN5	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4757334309664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAP1	0	0	0	0	8.31288295528435	5.20945336562895	0	0	6.22881869049588	6.2667865406949	0	7.76818432477693	8.42206476617281	0	1.58496250072116	7.20945336562895	0	7.33091687811462	6	8.67595703294175	0	0	7.29462074889163	0	6.14974711950468	7.10852445677817	0	6.18982455888002	0	0	8.32192809488736	0	7.60733031374961	6.79441586635011	8.1548181090521	7.32192809488736	4	0
ADAM8	7.86418614465428	8.92481250360578	7.8703647195834	5.95419631038687	7.7279204545632	7.07681559705083	7.11894107272351	7.85798099512757	8.44708322620965	7.59245703726808	7.31288295528436	8.83289001416474	9.05799172275918	8.54689445988764	8.82017896241519	7.55458885167764	6.91886323727459	7.86418614465428	7.01122725542325	8.61838550225861	9.04712391211403	8.2807707701306	7.93663793900257	6.7279204545632	8.10328780841202	8.58120058192496	8.39660478118186	10.1497471195047	8.30833903013941	10.1786648510065	10.5294305541462	8.37937836707126	9.76818432477693	8.35314682549808	11.2726297849764	8.2667865406949	8.467605550083	9.20212382383046
GART	3.16992500144231	0	0	0	6.64385618977472	4.90689059560852	0	0	6.10852445677817	0	0	6.3037807481771	5.95419631038687	6.4757334309664	7.48381577726426	4.52356195605701	0	0	0	4.64385618977472	4.24792751344359	0	0	7.4093909361377	7.29462074889163	0	0	0	0	0	0	0	0	3.70043971814109	0	0	0	0
GYPA	0	0	0	0	0	0	0	0	0	6.83289001416474	4.39231742277876	0	0	0	0	0	0	0	0	7.2667865406949	0	0	0	0	8.02790599656988	2	0	0	9.02513956227851	0	11.0437108633472	10.4231159101471	0	11.2650289424582	7.98299357469431	0	0	6.53915881110803
CACNA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB2	9.02513956227851	9.56795607541547	9.54109661534952	10.0443941193585	8.83605035505807	9.9901039638575	10.2877123795494	7.72109918870718	8.5077946401987	8.91886323727459	7.94836723158468	9.40726776424473	9.13955135239879	8.73131903102506	9.29232163280204	10.0389189892923	0	9.22641219278879	8.93369065495223	8.31288295528435	8.5352753766208	8.82972273508606	9.9915218460757	7.02236781302845	9.7797193551434	9.42206476617281	9.70217268536555	8.34872815423108	7.76818432477693	8.4093909361377	9.04439411935845	8.29462074889163	8.64024493622235	9.23840473932508	8.51963625284321	10.2491134527137	10.5304063370991	9.51766938813381
SLC35A1	8.29462074889163	6.84549005094437	8.00562454919388	7.63662462054365	8.71080643369935	6.10852445677817	7.59991284218713	7.7279204545632	6.12928301694497	7	6.62935662007961	0	8.93073733756289	8.2336196767597	8.1548181090521	8.07146236255662	9.52943055414615	6.75488750216347	7.876516946565	10.0579917227592	7.59245703726808	5.4262647547021	7.49185309632967	8.44294349584873	7.2667865406949	7.11894107272351	6	6.93073733756289	3.58496250072116	7.60733031374961	7.08746284125034	6.82017896241519	6	6.3037807481771	5.70043971814109	5.7279204545632	7.36632221424582	6.90689059560852
RELB	9.55650605467193	10.2312211807112	9.11634396123747	10.5352753766208	9.80896417491926	9.66177809777199	10.0874628412503	9.283088353024	8.8703647195834	8.67595703294175	10.5584207132687	9.63117705570398	8.82654848729091	9.3264294871223	9.39016895620018	8.90989308377004	9.30149619498255	9.93369065495223	7.65821148275179	8.72109918870719	8.5077946401987	10.0834793273318	9.38370429247405	9.64565843240871	9.06877827798541	9.55842071326866	9.15734693536284	10.3901689562002	9.67065624911844	11.8008998999203	11.2673719312653	10.7821791938312	10.7321674256634	9.20701432017753	11.0272148851598	10.3772105303886	9.54882190845875	11.2276159434142
FECH	8.09803208296053	8.75488750216347	9.32192809488736	8.14465824283188	7.65105169117893	7.70043971814109	8.79766152585376	9.64745842645492	8.81698362325538	8.40087943628218	8.12412131182919	6.37503943134692	8.00562454919388	8.20945336562895	5.93073733756289	8.26209484537018	8.49185309632967	8.44708322620965	9.14465824283188	10.4062050054189	8.58120058192496	8.18487534290828	8.48784003382305	7.57742882803575	8.4262647547021	6.5077946401987	8.77478705960117	8.12412131182919	9.44914864537544	8.6724253419715	11.4933551214949	11.093417564388	9.53915881110803	10.1861142395416	9.44708322620965	8.48381577726426	8.61470984411521	10.3264294871223
GPR18	8.44294349584873	8.01680828768655	8.37937836707126	9.44914864537544	7.91288933622996	7.4594316186373	9.45532722030456	9.24792751344359	7.91288933622996	7.74146698640115	7.45121111183233	7.12928301694497	8.02236781302845	8.39660478118186	9.00842862207058	9.60547951806167	8.74483383749955	7.75488750216347	8.95128471496697	6.89481776330794	8.43879185257826	8.5077946401987	8.11374216604919	7.70735913208088	8.60362634498619	8.70390357344466	8.39660478118186	7.8703647195834	8.07146236255662	8.76155123244448	9.45532722030456	9.31288295528435	8.67595703294175	7.66533591718518	7.81378119121704	8.17492568250068	8.57364718749332	9.40514146313634
CYP1A2	9.2240016741981	9.13699111208023	10.8201789624152	9.16992500144231	6.02236781302845	9.96434086779242	10.8360503550581	9.7279204545632	9.86418614465428	9.1548181090521	9.6724253419715	9.41996017784789	6.96578428466209	8.5352753766208	7.49185309632967	9.2045711442492	10.3826240265749	10.4210128557792	9.2336196767597	8.93073733756289	7.82654848729092	9.33091687811462	9.88874324889826	6.76818432477693	9.69696752623429	8.71080643369935	11.2567983860794	9.07146236255662	8.84235034341381	10.2609195336629	10.2911706993219	10.0084286220706	10.1059085085712	8.54689445988764	8.58871463558226	9.73470962022584	10.3858624006415	10.6510516911789
CPE	0	0	6.10852445677817	0	4	0	0	0	5.28540221886225	4	2.8073549220576	3.90689059560852	0	2.8073549220576	4.32192809488736	0	4.90689059560852	0	0	3.8073549220576	6.39231742277876	0	0	0	5.70043971814109	0	0	0	0	0	1.58496250072116	2	3.32192809488736	5.08746284125034	0	0	5.61470984411521	0
NKX2-1	0	0	0	8.66533591718518	6.94251450533924	6.90689059560852	0	8.81698362325538	0	0	5.35755200461808	0	0	4.90689059560852	8.37937836707126	0	0	7.48381577726426	6.8703647195834	7.17990909001493	3.16992500144231	0	9.96722625883599	0	0	0	0	0	6.84549005094437	0	9.39231742277876	6.02236781302845	6.91886323727459	8.45121111183233	7.05528243550119	9.88417051910844	7.14974711950468	7.54689445988764
UNG	8.52356195605701	7.60733031374961	8.87344411251538	7.16992500144231	8.2240016741981	8.20945336562895	7.18982455888002	6.84549005094437	9.467605550083	7.4594316186373	7.39231742277876	6.98868468677217	9.02513956227851	8.73131903102506	8.53915881110803	7.4178525148859	10.0056245491939	7.88874324889826	7.95419631038687	9.20701432017753	7.08746284125034	5.16992500144231	7.75488750216347	9.05528243550119	7.8073549220576	8.40514146313634	7.4757334309664	7.90086680798075	7.8008998999203	7.12928301694497	6.22881869049588	6.4093909361377	8.35755200461808	6.88264304936184	6.88264304936184	7.61470984411521	6.68650052718322	7.40087943628218
THRB	7.04439411935845	7.14974711950468	7.17990909001493	5.78135971352466	6.58496250072116	6.16992500144231	6.62935662007961	7.15987133677839	7.27612440527424	6.39231742277876	0	6	7.35755200461808	5.83289001416474	0	7.18982455888002	6.65821148275179	8.02790599656988	7.48381577726426	7.21916852046216	0	4.4594316186373	7.63662462054365	5.55458885167764	6.59991284218713	5.61470984411521	5.28540221886225	6.8073549220576	6.82017896241519	7.4594316186373	6.4093909361377	6.16992500144231	6.24792751344359	6.35755200461808	2.58496250072116	7.61470984411521	5.90689059560852	7.10852445677817
ASNS	6.52356195605701	6.76818432477693	6.85798099512757	0	5.04439411935845	6.49185309632967	4.64385618977472	6.3037807481771	5.75488750216347	4.58496250072116	6.89481776330794	0	5.4262647547021	7.21916852046216	1.58496250072116	7.78135971352466	5.70043971814109	7.8008998999203	5.90689059560852	8.59245703726808	7.85798099512757	0	4.58496250072116	6.10852445677817	6.89481776330794	0	0	7.88874324889826	5.16992500144231	5.04439411935845	5.7279204545632	7.29462074889163	7.38370429247405	0	0	7.51569983828404	6.79441586635011	0
PCMT1	9.63843591399047	9.58496250072116	10.0457596613827	8.98013957763916	9.18982455888002	8.61102479730735	9.5352753766208	9.41996017784789	9.40514146313634	8.73470962022584	9.80251636512122	8.2807707701306	8.94836723158468	9.49185309632967	8.98299357469431	6.95419631038687	9.12153351734003	8.2045711442492	7.56224242422107	8.73809225962049	9.62021982550749	7.05528243550119	8.08214904135387	9.60177078840771	8.96000193206808	8.72109918870719	9.8073549220576	9.45121111183233	9.05799172275918	9.98584193700334	10.1885888457073	9.2045711442492	8.96866679319521	9.28540221886225	10.1560830762887	8.67595703294175	8.10852445677817	10.2842457498297
FLT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL12	8.73470962022584	7.17990909001493	9.5018371849023	9.02236781302845	10.0126245388651	9.24792751344359	8.28540221886225	9.3151495622563	9.53332973230583	9.32192809488736	8.74819284958946	8.30833903013941	9.58496250072116	8.78135971352466	9.29691620687929	9.2336196767597	9.52943055414615	8.06608919045777	9.66355810421727	9.76818432477693	0	2.32192809488736	9.17242750864548	10.0168082876866	8.27612440527424	9.10590850857116	2	9.2336196767597	9.4241662888181	8.25738784269265	7.59991284218713	8.8703647195834	9.11634396123747	7.67948009950545	9.211888294546	8.11894107272351	7.17990909001493	7.19967234483636
KCNK1	5.75488750216347	4.75488750216347	6.04439411935845	6.39231742277876	5.4262647547021	3.32192809488736	5.58496250072116	6.8073549220576	5.7279204545632	5.75488750216347	6.33985000288462	0	0	6.2667865406949	6.12928301694497	6	6.37503943134692	5	4.4594316186373	5.93073733756289	5.85798099512757	5.61470984411521	7.10852445677817	6.85798099512757	5.12928301694497	4.90689059560852	3.90689059560852	0	5.04439411935845	3.70043971814109	5.88264304936184	6.12928301694497	5.20945336562895	5.52356195605701	2.58496250072116	4.58496250072116	6.06608919045777	5.64385618977472
NSMAF	9.00281501560705	8.99435343685886	9.44294349584873	9.21431912080077	9.62753388447279	8.45121111183233	9.10852445677817	9.11374216604919	9.70735913208088	8.58871463558226	8.61102479730735	6.7279204545632	9.80574387215162	9.44294349584873	9.07948478382682	9.16239132875691	11.5343028824546	7.58496250072116	8.73809225962049	10.3739526553702	8.89784545600551	8.45532722030456	8.26209484537018	9.70217268536555	7.53138146051631	8.23840473932508	8.44294349584873	9.49984588708321	8.82654848729091	9.15228484230658	8.56224242422107	8.65105169117893	8.87958324961278	7.54689445988764	8.90989308377004	8.64745842645492	9.47370574961942	9.83920378809694
TNR	10.5933911227917	10.4093909361377	10.3387363825739	9.58683978796183	10.243173983473	6.89481776330794	9.80896417491926	9.80574387215162	10.5294305541462	10.2957689344205	10.1228279948077	9.53915881110803	10.612868497291	10.6768386064742	10.6211361132746	11.1560830762887	11.0140204703149	10.9076418036655	10.7927902943011	11.2778685461768	10.0265234425198	10.0306671362469	9.4757334309664	9.75488750216347	10.2761244052742	10.6733090755617	10.3208005488816	10.4040771362412	9.98299357469431	10.4938554492408	10.237209960755	10.4125698468052	10.7262181593322	9.71596199025514	10.7944158663501	9.96434086779242	10.2784494582205	10.9469062744564
SRP9	10.7756102807595	10.6456584324087	11.4309751725881	10.5372184005386	11.1661630826461	9.98441845880114	9.81057163474115	10.631177055704	11.1885888457073	9.77807712953536	10.9772799234999	8.73470962022584	11.0707918094231	11.1440208692669	11.502334580198	11.3009244909763	11.6869381716704	9.89784545600551	10.1623913287569	12.1984450414524	11.5087851620645	9.96578428466209	10.1318569606088	11.1661630826461	8.96000193206808	9.55650605467193	9.39231742277876	8.66888498426625	9.04712391211403	9.44501484586842	9.61838550225861	9.72280753116955	9.68650052718322	10.1972166931101	8.78135971352466	9.34651373316563	9.36632221424582	9.17990909001493
PLXNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58496250072116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6H	6.08746284125034	6.2667865406949	7.02236781302845	3.70043971814109	6.32192809488736	7.14974711950468	3.4594316186373	0	5.39231742277876	5.4594316186373	6.20945336562895	5.83289001416474	6.52356195605701	6	4.08746284125034	3.90689059560852	0	5.78135971352466	5.61470984411521	6.68650052718322	6.10852445677817	4.32192809488736	0	6.44294349584873	6.85798099512757	6.33985000288462	7.14974711950468	6.39231742277876	8.16992500144231	6.5077946401987	7.13955135239879	4.16992500144231	7.08746284125034	5.55458885167764	6.91886323727459	6.18982455888002	3.32192809488736	7.31288295528436
HIST1H2AE	5.78135971352466	9.93663793900257	0	6.88264304936184	8.22881869049588	0	6.18982455888002	0	6.06608919045777	9.36194377373524	7.29462074889163	9.09275714091985	6.93073733756289	0	7.61470984411521	7.22881869049588	8.2240016741981	0	0	8.55074678538324	9.97441458980553	5.55458885167764	0	10.2585660338899	10.3487281542311	8.28540221886225	0	0	0	0	0	0	8.15987133677839	0	9.1006623390052	0	8.4594316186373	0
AKR1A1	10.1446582428319	9.63481105017172	10.1150436501617	10.6978363579624	11.0579917227592	9.88722061546838	10.3772105303886	9.35093918154643	11.2591547688668	9.60547951806167	10.3353903546939	10.0525680508042	10.7210991887072	10.2819300269554	11.8672787397097	11.0168082876866	10.2749604721406	10.6017707884077	11.0182001788132	11.7359790396134	10.5068034377956	6.04439411935845	9.88874324889826	11.8470573460913	10.298062567719	11.1369911120802	10.3575520046181	10.3912435894274	9.98584193700334	10.2384047393251	8.23840473932508	8.60733031374961	10.2131042196419	8.31741261376487	10.7590559391602	10.8887432488983	11.1605017475557	7.6724253419715
MSN	12.724087461794	13.0065014075694	12.7679775016039	11.4361909954814	12.2354159356025	11.8293263358417	11.5092801680879	12.3431857154479	13.1452953349336	12.3793783670713	12.8157835441282	12.4361909954814	13.1441802390589	13.0373753577632	12.2363132270428	12.0426853722194	13.7269631606609	12.1205618964429	11.471675214392	12.958552715431	10.4419067045422	11.1984450414524	11.2384047393251	12.5117526537674	12.2179576978641	12.8291280953685	10.9121408562957	12.8572034715082	11.7034710460719	12.6739715206828	11.8041310211833	13.1286388128526	12.6884688827327	11.9893944998447	13.2008986050384	12.4878400338231	12.7393587074334	12.8231681789847
IRAK1	10.7481928495895	10.1382718001722	10.0940776856719	10.6429542234803	10.6156296369681	9.31741261376487	10.9106427304696	9.77643303244473	10.713386514937	9.16490692667569	10.2179576978641	11.0552824355012	10.7279204545632	10.1111356702347	11.0119260663068	10.311748315005	10.5849625007212	9.40514146313634	9.57364718749332	10.9166259222112	10.0347989625773	9.62388149001346	9.66711154207503	11.0967151544885	10.0195907283579	10.7056323873614	9.90237511448603	10.0887882387169	9.57742882803575	11.1318569606088	11.0230612497353	9.57175264350355	10.1686721181322	10.1711767976518	11.4283601727043	10.1331422124006	10.1137421660492	11.237209960755
psiTPTE22	4.52356195605701	0	0	0	0	0	8.63662462054365	0	0	6.83289001416474	0	0	0	0	7.8073549220576	8.84862294042934	0	8.58496250072116	0	9.5274770060604	8.63662462054365	4.58496250072116	0	6.14974711950468	0	9.25029841790633	8.67595703294175	0	6.71424551766612	0	0	0	0	0	0	4.8073549220576	0	0
PARK7	9.91587937883577	10.4522412404308	11.2479275134436	10.9461752407236	11.9203528554151	10.6768386064742	9.64925617751731	9.48784003382305	11.8141818841903	11.7536346188534	10.9657842846621	10.6393407086522	11.5211096436513	11.5008418795569	11.9004894848346	11.8780509127285	12.0930873904442	11.5343028824546	11.5381889320524	12.732591435965	11.1522848423066	8.25738784269265	10.3782948559119	11.0960562391809	10.6073303137496	11.3342732853072	9.38370429247405	10.871135184243	10.4868350215631	10.6483575820097	10.8742129348309	9.30149619498255	10.642051692928	10.9001120629775	11.8665062122262	11.602698865018	10.72366094441	7.13955135239879
SERPING1	8.29001884693262	8.10852445677817	6.8073549220576	7.93073733756289	6.53915881110803	7.93663793900257	8.68299458368168	9.23122118071119	0	6.88264304936184	6.62935662007961	7.82654848729092	6.91886323727459	4.8073549220576	5.93073733756289	7.43462822763672	8.02790599656988	7.19967234483636	7.28540221886225	9.24555270625568	7.15987133677839	0	7.71424551766612	7.74146698640115	8.82336724004623	7.12928301694497	8.82017896241519	10.1472049249422	8.60362634498619	8.19475685442225	8.56224242422107	8.61470984411521	10.1823943534045	7.4178525148859	8.74146698640115	8.4262647547021	10.0821490413539	9.13955135239879
ODC1	11.0498485494506	12.5605716712366	11.8324944843361	11.5877775163282	11.577900836887	11.9918760990034	11.3437409184722	10.7439928610602	11.8989792046225	12.9500090418862	10.7813597135247	10.7870863245516	10.7490313820402	11.3608470841797	12.0323901688665	10.9541963103869	11.5966556676747	11.0223678130285	11.1176431013891	12.3976746329483	12.2946207488916	13.4352795866441	11.5830827675029	11.471675214392	11.1579784499454	11.2485206049384	11.3912435894274	11.4283601727043	10.8368393597487	11.2842457498297	11.8165837077876	12.6147098441152	11.3292357417338	10.3706874068072	11.91288933623	11.4162697445232	11.2796105810525	11.4146852358072
PTGR1	7.14974711950468	6.88264304936184	7	5.85798099512757	7.04439411935845	4.8073549220576	7.51569983828404	7.18982455888002	6.96578428466209	7.4178525148859	3.4594316186373	7.09803208296053	7.84549005094437	3	6.58496250072116	7.4757334309664	7.54689445988764	7.70735913208088	3.70043971814109	8.21916852046216	4.95419631038687	7.18982455888002	6.08746284125034	7.7279204545632	5.24792751344359	7.5077946401987	5.58496250072116	7.94251450533924	4.70043971814109	0	4.95419631038687	5.95419631038687	7.17990909001493	6.62935662007961	6.95419631038687	8.09803208296053	7.20945336562895	6.04439411935845
MAPK12	0	0	0	0	7.38370429247405	0	6.70043971814109	0	0	0	4.95419631038687	0	0	0	0	0	0	4.52356195605701	7.10852445677817	8.35755200461808	0	0	0	0	7.11894107272351	0	0	0	0	6.2667865406949	0	1	0	6.89481776330794	0	0	6.62935662007961	5.95419631038687
SERPINB10	7.27612440527424	7.13955135239879	7.85174904141606	8.00562454919388	7.17990909001493	6.06608919045777	7.6724253419715	8.32192809488736	7.15987133677839	6.18982455888002	7.11894107272351	6.96578428466209	6.89481776330794	7.45121111183233	7.02236781302845	7.3037807481771	5.6724253419715	6.64385618977472	5.88264304936184	7.11894107272351	6.52356195605701	7.01122725542325	7.03342300153745	7.4594316186373	6.4594316186373	7.20945336562895	7.28540221886225	6.91886323727459	8.27612440527424	7.33985000288462	7.77478705960117	7.25738784269265	6.89481776330794	6.4093909361377	7.2667865406949	6.85798099512757	5.32192809488736	7.63662462054365
BMPR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF113A	9.71424551766612	9.55458885167764	9.39874369193819	9.50382573799575	9.08746284125034	8.63662462054365	9.15228484230658	8.4757334309664	9.09011241966429	8.86418614465428	9.12928301694497	8.82972273508606	8.89481776330794	9.19475685442225	9.13699111208023	8.98868468677217	9.60362634498619	8.82336724004623	8.5077946401987	9.6724253419715	8.93663793900257	8.73809225962049	8.33985000288462	9.02236781302845	9.71252700043982	8.92481250360578	9.57553924683453	8.71424551766612	8.21916852046216	9.77478705960117	8.84235034341381	9.17242750864548	9.17242750864548	8.79441586635011	9.33091687811462	9.08746284125034	9.43879185257826	8.69348695749933
MXD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64385618977472	0	0	0	0
PTPN4	7.40087943628218	9.53138146051631	8.78790255939143	7.876516946565	7.76155123244448	7.62205181945638	8.17492568250068	8.37503943134693	8.76818432477693	7.96578428466209	6.8073549220576	6.90689059560852	8.07146236255662	8.14974711950468	7.64385618977472	8.13442632022093	7.12928301694497	7.91886323727459	7.8703647195834	7.94836723158468	8.29001884693262	7.19967234483636	7.38370429247405	7.85174904141606	8.25738784269265	7.25738784269265	7.48381577726426	7.49984588708321	6.93073733756289	7.53138146051631	6.89481776330794	6.82017896241519	8.26209484537018	7.05528243550119	7.38370429247405	6.28540221886225	7.94836723158468	8.53915881110803
TSHR	6.61470984411521	7.61470984411521	8.44294349584873	5.95419631038687	6.10852445677817	7.39231742277876	7.51569983828404	6.98868468677217	6.94251450533924	6.88264304936184	6.14974711950468	2.32192809488736	5.85798099512757	5.90689059560852	0	0	7.19967234483636	4.39231742277876	2.32192809488736	4.24792751344359	6.4757334309664	0	5	6.97727992349992	5.55458885167764	3.90689059560852	8.35755200461808	5.08746284125034	6.78135971352466	6.76818432477693	7.5077946401987	6.4594316186373	0	0	3.70043971814109	5.8073549220576	7.79441586635011	7.56224242422107
CRYGB	6.10852445677817	6.35755200461808	7.4262647547021	7.33091687811462	5.70043971814109	0	5.83289001416474	6.82017896241519	5.95419631038687	0	5.8073549220576	0	0	6.4757334309664	5.85798099512757	6.44294349584873	7.06608919045777	5.39231742277876	0	7.18982455888002	6.20945336562895	7.49185309632967	5.78135971352466	6.24792751344359	6.68650052718322	6.95419631038687	8.33539035469392	0	7.98868468677217	5.4262647547021	6.98868468677217	6.08746284125034	7.33091687811462	0	0	6.61470984411521	6.3037807481771	8.33985000288462
HPS1	0	0	0	0	0	0	0	0	0	0	6.79441586635011	0	5.58496250072116	0	0	0	0	0	0	0	6.06608919045777	0	9.31288295528435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCAM	7.78790255939143	10.4419067045422	9.40087943628218	9.04712391211403	8.08214904135387	8.95419631038687	8.99435343685886	10.72366094441	9.43045255166553	8.73809225962049	8.4757334309664	9.05799172275918	6.5077946401987	8.70043971814109	7.62935662007961	7.4093909361377	9.44086916761087	7.37503943134692	8.94544383637791	10.977995368613	8.73809225962049	9.76155123244448	9.02790599656988	8.61838550225861	8.41362792902417	7.4757334309664	9.29232163280204	7.63662462054365	9.86108690599539	7.58496250072116	9.46964181723952	9.11113567023471	10.8057438721516	6.83289001416474	9.3264294871223	8.86418614465428	8.70390357344466	8.4093909361377
MMP10	6.4093909361377	6.83289001416474	6.14974711950468	6.49185309632967	6.55458885167764	5.8073549220576	5.95419631038687	6.4262647547021	7.40087943628218	5.61470984411521	6.32192809488736	6.44294349584873	5.24792751344359	7.05528243550119	5.12928301694497	6.4757334309664	6.82017896241519	2.8073549220576	6.75488750216347	6.28540221886225	6.10852445677817	6	7.74146698640115	5.8073549220576	7.28540221886225	6.33985000288462	6.44294349584873	0	3.16992500144231	4.4594316186373	5.58496250072116	6.62935662007961	5.4262647547021	6.12928301694497	7.51569983828404	0	5.70043971814109	6.4757334309664
CD34	9.60177078840771	9.16992500144231	10.1861142395416	10.0512089409148	10.6706562491184	9.00281501560705	9.64925617751731	13.4134957111768	9.24792751344359	9.14974711950468	8.98299357469431	10.7030383889864	10.8415643477306	9.33091687811462	12.1598713367784	8.97441458980553	12.1761731491075	9.06877827798541	11.5840229402575	13.5817890287418	8.46352437327118	9.403012023575	8.90086680798075	9.70735913208088	10.3083390301394	10.3619437737352	9.868822554775	9.41362792902417	11.4640351521899	9.21431912080077	9.39231742277876	9.60917873814198	12.4325419003883	9.10590850857116	9.45532722030456	9.57931593758001	12.5008418795569	11.2755425560867
HNRNPH1	11.7317432907078	11.5488219084588	11.9683067944308	11.5260101070617	12.0209799389042	11.9184905922923	11.7710767402628	12.2775780024157	11.7095146607067	10.9366379390026	12.3958018713897	11.3949985145017	11.0216740428584	11.5755392468345	11.5459297690855	11.2801907922169	11.2461467746359	10.393390457444	11.319672120947	11.9314762338868	12.2027360432502	12.4655664048094	11.4589192069676	11.6675551070411	12.0122753448561	10.9708249013626	11.1680452682241	11.3960695576399	11.3083390301394	12.2547333892467	11.0821490413539	12.1385917946375	11.4288835520102	11.2603315185576	11.3100446796475	11.4701504352744	11.393390457444	11.0579917227592
NFYC	8.40087943628218	6.35755200461808	7.70735913208088	7.4262647547021	7.49185309632967	7.8703647195834	8.11374216604919	3.32192809488736	7.94836723158468	0	7.78135971352466	6.8073549220576	8.76818432477693	8.41362792902417	8.16490692667569	7.98299357469431	9.08746284125034	6.14974711950468	6.78135971352466	9.12670447284319	0	0	7.4093909361377	8.7279204545632	2.32192809488736	8.17990909001493	6.28540221886225	0	6.4594316186373	5.95419631038687	8.24317398347295	0	8.01680828768655	8.18487534290828	7.467605550083	0	0	6.65821148275179
CSH1	8.06069593168755	7.4594316186373	7.02236781302845	7.75488750216347	7.67948009950545	7.05528243550119	8.54689445988764	5.35755200461808	8.54689445988764	6.04439411935845	7.33985000288462	6.8073549220576	7.66533591718518	6.52356195605701	7.15987133677839	8.08214904135387	8.83920378809694	0	7.62935662007961	6.20945336562895	4.85798099512757	0	6.94251450533924	8.63662462054365	7.37503943134692	7.6724253419715	7.77478705960117	8.39231742277876	7.70735913208088	7.21916852046216	6.62935662007961	7.49185309632967	7.78135971352466	7.02236781302845	8.29001884693262	7.52356195605701	8.31288295528435	7.93663793900257
BCL7B	9.18982455888002	9.98584193700334	9.73301532168596	8.28540221886225	8.8008998999203	9.1006623390052	8.90086680798075	9.04165915163721	9.94251450533924	8.65105169117893	10.5048189876328	8.77478705960117	9.12670447284319	9.22881869049588	8.99435343685886	7.8703647195834	9.82495874052852	8.09275714091985	7.49185309632967	9.06877827798541	8.65105169117893	9.04712391211403	9.84077792359505	9.37068740680722	8.04984854945056	8.72451385311995	7.76155123244448	8.59245703726808	8.75488750216347	9.59991284218713	10.0714623625566	9.61654884377899	9.24079133216196	9.2240016741981	9.66533591718518	9.81057163474115	9.66355810421727	10.0660891904578
